component,category,subcategory,baseline_date,Spring_flag,Winter_flag,projected_fiscal_year,projected_year_number,value,actual_value,GDP,legislative_outlay_change,adjusted_projection,projection_error,projection_error_pct_actual,leg_change_pct_GDP,projection_error_pct_GDP
outlay,Mandatory,Social Security,2004-03-01,True,False,2004,1,492.395,491.537,12028.425,0.000,492.395,0.858,0.175,0.000,0.007
outlay,Mandatory,Social Security,2005-03-01,True,False,2005,1,516.091,518.712,12839.950,0.000,516.091,-2.621,-0.505,0.000,-0.020
outlay,Mandatory,Social Security,2006-03-01,True,False,2006,1,550.053,543.911,13636.750,0.000,550.053,6.142,1.129,0.000,0.045
outlay,Mandatory,Social Security,2007-03-01,True,False,2007,1,580.841,581.442,14305.375,0.000,580.841,-0.601,-0.103,0.000,-0.004
outlay,Mandatory,Social Security,2008-03-01,True,False,2008,1,611.689,612.110,14796.575,0.000,611.689,-0.421,-0.069,0.000,-0.003
outlay,Mandatory,Social Security,2009-03-01,True,False,2009,1,677.370,677.726,14467.300,0.000,677.370,-0.356,-0.053,0.000,-0.002
outlay,Mandatory,Social Security,2010-03-01,True,False,2010,1,702.436,700.752,14884.400,0.000,702.436,1.684,0.240,0.000,0.011
outlay,Mandatory,Social Security,2011-03-01,True,False,2011,1,726.776,724.923,15466.525,0.000,726.776,1.853,0.256,0.000,0.012
outlay,Mandatory,Social Security,2012-03-01,True,False,2012,1,769.375,767.714,16109.425,0.000,769.375,1.661,0.216,0.000,0.010
outlay,Mandatory,Social Security,2013-05-01,True,False,2013,1,808.765,807.841,16687.775,0.000,808.765,0.924,0.114,0.000,0.006
outlay,Mandatory,Social Security,2014-04-01,True,False,2014,1,844.907,844.876,17428.100,0.000,844.907,0.031,0.004,0.000,0.000
outlay,Mandatory,Social Security,2015-03-01,True,False,2015,1,883.063,881.891,18164.250,0.000,883.063,1.172,0.133,0.000,0.006
outlay,Mandatory,Social Security,2016-03-01,True,False,2016,1,910.635,910.282,18641.325,0.000,910.635,0.353,0.039,0.000,0.002
outlay,Mandatory,Social Security,2017-06-01,True,False,2017,1,939.201,939.204,19375.175,0.000,939.201,-0.003,-0.000,0.000,-0.000
outlay,Mandatory,Social Security,2018-05-01,True,False,2018,1,984.403,982.015,20436.325,0.000,984.403,2.388,0.243,0.000,0.012
outlay,Mandatory,Social Security,2019-05-01,True,False,2019,1,1037.593,1038.489,21286.150,0.000,1037.593,-0.896,-0.086,0.000,-0.004
outlay,Mandatory,Social Security,2020-03-01,True,False,2020,1,1091.249,1089.889,21320.225,0.000,1091.249,1.360,0.125,0.000,0.006
outlay,Mandatory,Social Security,2021-07-01,True,False,2021,1,1128.967,1128.827,23004.125,0.000,1128.967,0.140,0.012,0.000,0.001
outlay,Mandatory,Social Security,2022-05-01,True,False,2022,1,1211.547,1212.487,25517.575,0.000,1211.547,-0.940,-0.078,0.000,-0.004
outlay,Mandatory,Social Security,2023-05-01,True,False,2023,1,1344.753,1347.961,27330.050,0.000,1344.753,-3.208,-0.238,0.000,-0.012
outlay,Mandatory,Social Security,2024-06-01,True,False,2024,1,1451.934,1454.424,28828.175,0.000,1451.934,-2.490,-0.171,0.000,-0.009
outlay,Mandatory,Social Security,1992-03-01,True,False,1993,2,300.565,301.985,6775.325,0.000,300.565,-1.420,-0.470,0.000,-0.021
outlay,Mandatory,Social Security,1993-03-01,True,False,1994,2,318.834,316.913,7176.850,0.000,318.834,1.921,0.606,0.000,0.027
outlay,Mandatory,Social Security,1994-04-01,True,False,1995,2,334.761,333.273,7560.425,-0.033,334.728,1.455,0.437,-0.000,0.019
outlay,Mandatory,Social Security,1995-04-01,True,False,1996,2,351.587,347.051,7951.325,0.430,352.017,4.966,1.431,0.005,0.062
outlay,Mandatory,Social Security,1996-05-01,True,False,1997,2,365.403,362.296,8451.025,-0.005,365.398,3.102,0.856,-0.000,0.037
outlay,Mandatory,Social Security,1997-03-01,True,False,1998,2,380.747,376.119,8930.800,0.000,380.747,4.628,1.230,0.000,0.052
outlay,Mandatory,Social Security,1998-03-01,True,False,1999,2,391.477,386.991,9479.625,0.000,391.477,4.486,1.159,0.000,0.047
outlay,Mandatory,Social Security,1999-04-01,True,False,2000,2,404.075,406.048,10117.075,3.885,407.960,1.912,0.471,0.038,0.019
outlay,Mandatory,Social Security,2000-04-01,True,False,2001,2,419.389,429.368,10525.725,5.020,424.409,-4.959,-1.155,0.048,-0.047
outlay,Mandatory,Social Security,2001-05-01,True,False,2002,2,451.291,452.073,10828.875,0.000,451.291,-0.782,-0.173,0.000,-0.007
outlay,Mandatory,Social Security,2002-03-01,True,False,2003,2,472.424,470.453,11278.750,0.000,472.424,1.971,0.419,0.000,0.017
outlay,Mandatory,Social Security,2003-03-01,True,False,2004,2,494.448,491.537,12028.425,0.004,494.452,2.915,0.593,0.000,0.024
outlay,Mandatory,Social Security,2004-03-01,True,False,2005,2,512.897,518.712,12839.950,0.000,512.897,-5.815,-1.121,0.000,-0.045
outlay,Mandatory,Social Security,2005-03-01,True,False,2006,2,540.223,543.911,13636.750,0.000,540.223,-3.688,-0.678,0.000,-0.027
outlay,Mandatory,Social Security,2006-03-01,True,False,2007,2,578.514,581.442,14305.375,0.000,578.514,-2.928,-0.504,0.000,-0.020
outlay,Mandatory,Social Security,2007-03-01,True,False,2008,2,607.714,612.110,14796.575,0.000,607.714,-4.396,-0.718,0.000,-0.030
outlay,Mandatory,Social Security,2008-03-01,True,False,2009,2,646.211,677.726,14467.300,13.840,660.051,-17.675,-2.608,0.096,-0.122
outlay,Mandatory,Social Security,2009-03-01,True,False,2010,2,695.343,700.752,14884.400,-0.019,695.324,-5.428,-0.775,-0.000,-0.036
outlay,Mandatory,Social Security,2010-03-01,True,False,2011,2,728.383,724.923,15466.525,0.000,728.383,3.460,0.477,0.000,0.022
outlay,Mandatory,Social Security,2011-03-01,True,False,2012,2,760.356,767.714,16109.425,0.000,760.356,-7.358,-0.958,0.000,-0.046
outlay,Mandatory,Social Security,2012-03-01,True,False,2013,2,812.949,807.841,16687.775,0.000,812.949,5.108,0.632,0.000,0.031
outlay,Mandatory,Social Security,2013-05-01,True,False,2014,2,848.240,844.876,17428.100,0.000,848.240,3.364,0.398,0.000,0.019
outlay,Mandatory,Social Security,2014-04-01,True,False,2015,2,883.708,881.891,18164.250,0.000,883.708,1.817,0.206,0.000,0.010
outlay,Mandatory,Social Security,2015-03-01,True,False,2016,2,919.830,910.282,18641.325,0.000,919.830,9.548,1.049,0.000,0.051
outlay,Mandatory,Social Security,2016-03-01,True,False,2017,2,946.669,939.204,19375.175,0.000,946.669,7.465,0.795,0.000,0.039
outlay,Mandatory,Social Security,2017-06-01,True,False,2018,2,988.420,982.015,20436.325,0.000,988.420,6.405,0.652,0.000,0.031
outlay,Mandatory,Social Security,2018-05-01,True,False,2019,2,1043.257,1038.489,21286.150,0.002,1043.259,4.770,0.459,0.000,0.022
outlay,Mandatory,Social Security,2019-05-01,True,False,2020,2,1098.718,1089.889,21320.225,0.000,1098.718,8.829,0.810,0.000,0.041
outlay,Mandatory,Social Security,2020-03-01,True,False,2021,2,1153.116,1128.827,23004.125,0.065,1153.181,24.354,2.157,0.000,0.106
outlay,Mandatory,Social Security,2021-07-01,True,False,2022,2,1202.729,1212.487,25517.575,0.010,1202.739,-9.748,-0.804,0.000,-0.038
outlay,Mandatory,Social Security,2022-05-01,True,False,2023,2,1320.290,1347.961,27330.050,0.000,1320.290,-27.671,-2.053,0.000,-0.101
outlay,Mandatory,Social Security,2023-05-01,True,False,2024,2,1456.700,1454.424,28828.175,0.000,1456.700,2.276,0.156,0.000,0.008
outlay,Mandatory,Social Security,1992-03-01,True,False,1994,3,317.674,316.913,7176.850,0.000,317.674,0.761,0.240,0.000,0.011
outlay,Mandatory,Social Security,1993-03-01,True,False,1995,3,335.012,333.273,7560.425,-0.033,334.979,1.706,0.512,-0.000,0.023
outlay,Mandatory,Social Security,1994-04-01,True,False,1996,3,352.120,347.051,7951.325,0.402,352.522,5.471,1.576,0.005,0.069
outlay,Mandatory,Social Security,1995-04-01,True,False,1997,3,370.597,362.296,8451.025,-0.005,370.592,8.296,2.290,-0.000,0.098
outlay,Mandatory,Social Security,1996-05-01,True,False,1998,3,383.402,376.119,8930.800,-0.010,383.392,7.273,1.934,-0.000,0.081
outlay,Mandatory,Social Security,1997-03-01,True,False,1999,3,399.470,386.991,9479.625,0.000,399.470,12.479,3.225,0.000,0.132
outlay,Mandatory,Social Security,1998-03-01,True,False,2000,3,408.764,406.048,10117.075,3.885,412.649,6.601,1.626,0.038,0.065
outlay,Mandatory,Social Security,1999-04-01,True,False,2001,3,422.855,429.368,10525.725,4.984,427.839,-1.529,-0.356,0.047,-0.015
outlay,Mandatory,Social Security,2000-04-01,True,False,2002,3,439.611,452.073,10828.875,4.010,443.621,-8.452,-1.870,0.037,-0.078
outlay,Mandatory,Social Security,2001-05-01,True,False,2003,3,473.702,470.453,11278.750,0.000,473.702,3.249,0.691,0.000,0.029
outlay,Mandatory,Social Security,2002-03-01,True,False,2004,3,493.092,491.537,12028.425,0.004,493.096,1.559,0.317,0.000,0.013
outlay,Mandatory,Social Security,2003-03-01,True,False,2005,3,514.346,518.712,12839.950,-0.006,514.340,-4.372,-0.843,-0.000,-0.034
outlay,Mandatory,Social Security,2004-03-01,True,False,2006,3,533.445,543.911,13636.750,0.000,533.445,-10.466,-1.924,0.000,-0.077
outlay,Mandatory,Social Security,2005-03-01,True,False,2007,3,565.233,581.442,14305.375,0.000,565.233,-16.209,-2.788,0.000,-0.113
outlay,Mandatory,Social Security,2006-03-01,True,False,2008,3,606.593,612.110,14796.575,0.000,606.593,-5.517,-0.901,0.000,-0.037
outlay,Mandatory,Social Security,2007-03-01,True,False,2009,3,638.083,677.726,14467.300,13.840,651.923,-25.803,-3.807,0.096,-0.178
outlay,Mandatory,Social Security,2008-03-01,True,False,2010,3,680.413,700.752,14884.400,0.121,680.534,-20.218,-2.885,0.001,-0.136
outlay,Mandatory,Social Security,2009-03-01,True,False,2011,3,719.578,724.923,15466.525,-0.005,719.573,-5.350,-0.738,-0.000,-0.035
outlay,Mandatory,Social Security,2010-03-01,True,False,2012,3,761.444,767.714,16109.425,0.000,761.444,-6.270,-0.817,0.000,-0.039
outlay,Mandatory,Social Security,2011-03-01,True,False,2013,3,798.614,807.841,16687.775,0.000,798.614,-9.227,-1.142,0.000,-0.055
outlay,Mandatory,Social Security,2012-03-01,True,False,2014,3,855.958,844.876,17428.100,0.000,855.958,11.082,1.312,0.000,0.064
outlay,Mandatory,Social Security,2013-05-01,True,False,2015,3,894.076,881.891,18164.250,0.000,894.076,12.185,1.382,0.000,0.067
outlay,Mandatory,Social Security,2014-04-01,True,False,2016,3,930.581,910.282,18641.325,-0.005,930.576,20.294,2.229,-0.000,0.109
outlay,Mandatory,Social Security,2015-03-01,True,False,2017,3,968.144,939.204,19375.175,-0.010,968.134,28.930,3.080,-0.000,0.149
outlay,Mandatory,Social Security,2016-03-01,True,False,2018,3,1002.838,982.015,20436.325,0.000,1002.838,20.823,2.120,0.000,0.102
outlay,Mandatory,Social Security,2017-06-01,True,False,2019,3,1049.305,1038.489,21286.150,0.002,1049.307,10.818,1.042,0.000,0.051
outlay,Mandatory,Social Security,2018-05-01,True,False,2020,3,1109.572,1089.889,21320.225,0.002,1109.574,19.685,1.806,0.000,0.092
outlay,Mandatory,Social Security,2019-05-01,True,False,2021,3,1165.779,1128.827,23004.125,0.066,1165.845,37.018,3.279,0.000,0.161
outlay,Mandatory,Social Security,2020-03-01,True,False,2022,3,1223.735,1212.487,25517.575,0.029,1223.764,11.277,0.930,0.000,0.044
outlay,Mandatory,Social Security,2021-07-01,True,False,2023,3,1280.532,1347.961,27330.050,0.006,1280.538,-67.423,-5.002,0.000,-0.247
outlay,Mandatory,Social Security,2022-05-01,True,False,2024,3,1408.997,1454.424,28828.175,0.000,1408.997,-45.427,-3.123,0.000,-0.158
outlay,Mandatory,Social Security,1992-03-01,True,False,1995,4,335.475,333.273,7560.425,-0.033,335.442,2.169,0.651,-0.000,0.029
outlay,Mandatory,Social Security,1993-03-01,True,False,1996,4,351.168,347.051,7951.325,0.402,351.570,4.519,1.302,0.005,0.057
outlay,Mandatory,Social Security,1994-04-01,True,False,1997,4,369.920,362.296,8451.025,-0.030,369.890,7.594,2.096,-0.000,0.090
outlay,Mandatory,Social Security,1995-04-01,True,False,1998,4,390.688,376.119,8930.800,-0.010,390.678,14.559,3.871,-0.000,0.163
outlay,Mandatory,Social Security,1996-05-01,True,False,1999,4,402.351,386.991,9479.625,-0.015,402.336,15.345,3.965,-0.000,0.162
outlay,Mandatory,Social Security,1997-03-01,True,False,2000,4,419.516,406.048,10117.075,3.885,423.401,17.353,4.274,0.038,0.172
outlay,Mandatory,Social Security,1998-03-01,True,False,2001,4,427.736,429.368,10525.725,4.984,432.720,3.352,0.781,0.047,0.032
outlay,Mandatory,Social Security,1999-04-01,True,False,2002,4,442.719,452.073,10828.875,3.981,446.700,-5.373,-1.189,0.037,-0.050
outlay,Mandatory,Social Security,2000-04-01,True,False,2003,4,460.272,470.453,11278.750,3.500,463.772,-6.681,-1.420,0.031,-0.059
outlay,Mandatory,Social Security,2001-05-01,True,False,2004,4,497.899,491.537,12028.425,0.004,497.903,6.366,1.295,0.000,0.053
outlay,Mandatory,Social Security,2002-03-01,True,False,2005,4,518.377,518.712,12839.950,-0.006,518.371,-0.341,-0.066,-0.000,-0.003
outlay,Mandatory,Social Security,2003-03-01,True,False,2006,4,539.396,543.911,13636.750,-0.017,539.379,-4.532,-0.833,-0.000,-0.033
outlay,Mandatory,Social Security,2004-03-01,True,False,2007,4,558.570,581.442,14305.375,0.000,558.570,-22.872,-3.934,0.000,-0.160
outlay,Mandatory,Social Security,2005-03-01,True,False,2008,4,593.020,612.110,14796.575,0.000,593.020,-19.090,-3.119,0.000,-0.129
outlay,Mandatory,Social Security,2006-03-01,True,False,2009,4,638.411,677.726,14467.300,13.840,652.251,-25.475,-3.759,0.096,-0.176
outlay,Mandatory,Social Security,2007-03-01,True,False,2010,4,673.209,700.752,14884.400,0.121,673.330,-27.422,-3.913,0.001,-0.184
outlay,Mandatory,Social Security,2008-03-01,True,False,2011,4,714.970,724.923,15466.525,0.010,714.980,-9.943,-1.372,0.000,-0.064
outlay,Mandatory,Social Security,2009-03-01,True,False,2012,4,747.823,767.714,16109.425,-0.003,747.820,-19.894,-2.591,-0.000,-0.123
outlay,Mandatory,Social Security,2010-03-01,True,False,2013,4,798.660,807.841,16687.775,0.010,798.670,-9.171,-1.135,0.000,-0.055
outlay,Mandatory,Social Security,2011-03-01,True,False,2014,4,841.440,844.876,17428.100,0.000,841.440,-3.436,-0.407,0.000,-0.020
outlay,Mandatory,Social Security,2012-03-01,True,False,2015,4,900.380,881.891,18164.250,0.000,900.380,18.489,2.097,0.000,0.102
outlay,Mandatory,Social Security,2013-05-01,True,False,2016,4,944.209,910.282,18641.325,-0.005,944.204,33.922,3.727,-0.000,0.182
outlay,Mandatory,Social Security,2014-04-01,True,False,2017,4,986.449,939.204,19375.175,-0.025,986.424,47.220,5.028,-0.000,0.244
outlay,Mandatory,Social Security,2015-03-01,True,False,2018,4,1028.921,982.015,20436.325,-0.021,1028.900,46.885,4.774,-0.000,0.229
outlay,Mandatory,Social Security,2016-03-01,True,False,2019,4,1066.803,1038.489,21286.150,0.002,1066.805,28.316,2.727,0.000,0.133
outlay,Mandatory,Social Security,2017-06-01,True,False,2020,4,1114.360,1089.889,21320.225,0.002,1114.362,24.473,2.245,0.000,0.115
outlay,Mandatory,Social Security,2018-05-01,True,False,2021,4,1179.512,1128.827,23004.125,0.069,1179.581,50.754,4.496,0.000,0.221
outlay,Mandatory,Social Security,2019-05-01,True,False,2022,4,1237.939,1212.487,25517.575,0.030,1237.969,25.482,2.102,0.000,0.100
outlay,Mandatory,Social Security,2020-03-01,True,False,2023,4,1298.520,1347.961,27330.050,0.025,1298.545,-49.416,-3.666,0.000,-0.181
outlay,Mandatory,Social Security,2021-07-01,True,False,2024,4,1357.727,1454.424,28828.175,0.000,1357.727,-96.697,-6.648,0.000,-0.335
outlay,Mandatory,Social Security,1992-03-01,True,False,1996,5,354.337,347.051,7951.325,0.402,354.739,7.688,2.215,0.005,0.097
outlay,Mandatory,Social Security,1993-03-01,True,False,1997,5,367.964,362.296,8451.025,-0.030,367.934,5.638,1.556,-0.000,0.067
outlay,Mandatory,Social Security,1994-04-01,True,False,1998,5,388.480,376.119,8930.800,-0.035,388.445,12.326,3.277,-0.000,0.138
outlay,Mandatory,Social Security,1995-04-01,True,False,1999,5,411.877,386.991,9479.625,-0.015,411.862,24.871,6.427,-0.000,0.262
outlay,Mandatory,Social Security,1996-05-01,True,False,2000,5,422.412,406.048,10117.075,3.870,426.282,20.234,4.983,0.038,0.200
outlay,Mandatory,Social Security,1997-03-01,True,False,2001,5,440.719,429.368,10525.725,4.984,445.703,16.335,3.804,0.047,0.155
outlay,Mandatory,Social Security,1998-03-01,True,False,2002,5,448.711,452.073,10828.875,3.981,452.692,0.619,0.137,0.037,0.006
outlay,Mandatory,Social Security,1999-04-01,True,False,2003,5,463.820,470.453,11278.750,3.485,467.305,-3.148,-0.669,0.031,-0.028
outlay,Mandatory,Social Security,2000-04-01,True,False,2004,5,482.444,491.537,12028.425,2.994,485.438,-6.099,-1.241,0.025,-0.051
outlay,Mandatory,Social Security,2001-05-01,True,False,2005,5,523.313,518.712,12839.950,-0.006,523.307,4.595,0.886,-0.000,0.036
outlay,Mandatory,Social Security,2002-03-01,True,False,2006,5,545.626,543.911,13636.750,-0.017,545.609,1.698,0.312,-0.000,0.012
outlay,Mandatory,Social Security,2003-03-01,True,False,2007,5,567.316,581.442,14305.375,-0.030,567.286,-14.156,-2.435,-0.000,-0.099
outlay,Mandatory,Social Security,2004-03-01,True,False,2008,5,586.441,612.110,14796.575,0.000,586.441,-25.669,-4.194,0.000,-0.173
outlay,Mandatory,Social Security,2005-03-01,True,False,2009,5,625.212,677.726,14467.300,13.840,639.052,-38.674,-5.706,0.096,-0.267
outlay,Mandatory,Social Security,2006-03-01,True,False,2010,5,673.891,700.752,14884.400,0.121,674.012,-26.740,-3.816,0.001,-0.180
outlay,Mandatory,Social Security,2007-03-01,True,False,2011,5,710.619,724.923,15466.525,0.010,710.629,-14.294,-1.972,0.000,-0.092
outlay,Mandatory,Social Security,2008-03-01,True,False,2012,5,756.099,767.714,16109.425,-0.003,756.096,-11.618,-1.513,-0.000,-0.072
outlay,Mandatory,Social Security,2009-03-01,True,False,2013,5,782.004,807.841,16687.775,0.007,782.011,-25.830,-3.197,0.000,-0.155
outlay,Mandatory,Social Security,2010-03-01,True,False,2014,5,837.284,844.876,17428.100,0.040,837.324,-7.552,-0.894,0.000,-0.043
outlay,Mandatory,Social Security,2011-03-01,True,False,2015,5,887.837,881.891,18164.250,0.000,887.837,5.946,0.674,0.000,0.033
outlay,Mandatory,Social Security,2012-03-01,True,False,2016,5,948.300,910.282,18641.325,-0.005,948.295,38.013,4.176,-0.000,0.204
outlay,Mandatory,Social Security,2013-05-01,True,False,2017,5,998.826,939.204,19375.175,-0.025,998.801,59.597,6.345,-0.000,0.308
outlay,Mandatory,Social Security,2014-04-01,True,False,2018,5,1047.987,982.015,20436.325,-0.041,1047.946,65.931,6.714,-0.000,0.323
outlay,Mandatory,Social Security,2015-03-01,True,False,2019,5,1093.601,1038.489,21286.150,-0.084,1093.517,55.028,5.299,-0.000,0.259
outlay,Mandatory,Social Security,2016-03-01,True,False,2020,5,1134.920,1089.889,21320.225,0.002,1134.922,45.033,4.132,0.000,0.211
outlay,Mandatory,Social Security,2017-06-01,True,False,2021,5,1183.760,1128.827,23004.125,0.069,1183.829,55.002,4.872,0.000,0.239
outlay,Mandatory,Social Security,2018-05-01,True,False,2022,5,1252.704,1212.487,25517.575,0.033,1252.737,40.250,3.320,0.000,0.158
outlay,Mandatory,Social Security,2019-05-01,True,False,2023,5,1313.080,1347.961,27330.050,0.027,1313.107,-34.854,-2.586,0.000,-0.128
outlay,Mandatory,Social Security,2020-03-01,True,False,2024,5,1377.074,1454.424,28828.175,0.020,1377.094,-77.330,-5.317,0.000,-0.268
outlay,Mandatory,Social Security,1992-03-01,True,False,1997,6,374.252,362.296,8451.025,-0.030,374.222,11.926,3.292,-0.000,0.141
outlay,Mandatory,Social Security,1993-03-01,True,False,1998,6,385.201,376.119,8930.800,-0.035,385.166,9.047,2.405,-0.000,0.101
outlay,Mandatory,Social Security,1994-04-01,True,False,1999,6,407.935,386.991,9479.625,-0.040,407.895,20.904,5.402,-0.000,0.221
outlay,Mandatory,Social Security,1995-04-01,True,False,2000,6,434.576,406.048,10117.075,3.870,438.446,32.398,7.979,0.038,0.320
outlay,Mandatory,Social Security,1996-05-01,True,False,2001,6,444.081,429.368,10525.725,4.964,449.045,19.677,4.583,0.047,0.187
outlay,Mandatory,Social Security,1997-03-01,True,False,2002,6,463.650,452.073,10828.875,3.981,467.631,15.558,3.441,0.037,0.144
outlay,Mandatory,Social Security,1998-03-01,True,False,2003,6,471.221,470.453,11278.750,3.485,474.706,4.253,0.904,0.031,0.038
outlay,Mandatory,Social Security,1999-04-01,True,False,2004,6,486.589,491.537,12028.425,2.978,489.567,-1.970,-0.401,0.025,-0.016
outlay,Mandatory,Social Security,2000-04-01,True,False,2005,6,506.563,518.712,12839.950,2.274,508.837,-9.875,-1.904,0.018,-0.077
outlay,Mandatory,Social Security,2001-05-01,True,False,2006,6,549.856,543.911,13636.750,-0.017,549.839,5.928,1.090,-0.000,0.043
outlay,Mandatory,Social Security,2002-03-01,True,False,2007,6,575.378,581.442,14305.375,-0.030,575.348,-6.094,-1.048,-0.000,-0.043
outlay,Mandatory,Social Security,2003-03-01,True,False,2008,6,597.960,612.110,14796.575,-0.034,597.926,-14.184,-2.317,-0.000,-0.096
outlay,Mandatory,Social Security,2004-03-01,True,False,2009,6,617.911,677.726,14467.300,13.840,631.751,-45.975,-6.784,0.096,-0.318
outlay,Mandatory,Social Security,2005-03-01,True,False,2010,6,660.439,700.752,14884.400,0.121,660.560,-40.192,-5.736,0.001,-0.270
outlay,Mandatory,Social Security,2006-03-01,True,False,2011,6,710.819,724.923,15466.525,0.010,710.829,-14.094,-1.944,0.000,-0.091
outlay,Mandatory,Social Security,2007-03-01,True,False,2012,6,752.703,767.714,16109.425,-0.003,752.700,-15.014,-1.956,-0.000,-0.093
outlay,Mandatory,Social Security,2008-03-01,True,False,2013,6,801.802,807.841,16687.775,0.007,801.809,-6.032,-0.747,0.000,-0.036
outlay,Mandatory,Social Security,2009-03-01,True,False,2014,6,820.798,844.876,17428.100,0.038,820.836,-24.040,-2.845,0.000,-0.138
outlay,Mandatory,Social Security,2010-03-01,True,False,2015,6,879.822,881.891,18164.250,0.160,879.982,-1.909,-0.216,0.001,-0.011
outlay,Mandatory,Social Security,2011-03-01,True,False,2016,6,938.547,910.282,18641.325,-0.005,938.542,28.260,3.105,-0.000,0.152
outlay,Mandatory,Social Security,2012-03-01,True,False,2017,6,1002.219,939.204,19375.175,-0.025,1002.194,62.990,6.707,-0.000,0.325
outlay,Mandatory,Social Security,2013-05-01,True,False,2018,6,1057.242,982.015,20436.325,-0.041,1057.201,75.186,7.656,-0.000,0.368
outlay,Mandatory,Social Security,2014-04-01,True,False,2019,6,1114.788,1038.489,21286.150,-0.104,1114.684,76.195,7.337,-0.000,0.358
outlay,Mandatory,Social Security,2015-03-01,True,False,2020,6,1163.324,1089.889,21320.225,-0.173,1163.151,73.262,6.722,-0.001,0.344
outlay,Mandatory,Social Security,2016-03-01,True,False,2021,6,1206.454,1128.827,23004.125,0.069,1206.523,77.696,6.883,0.000,0.338
outlay,Mandatory,Social Security,2017-06-01,True,False,2022,6,1256.749,1212.487,25517.575,0.032,1256.781,44.294,3.653,0.000,0.174
outlay,Mandatory,Social Security,2018-05-01,True,False,2023,6,1330.042,1347.961,27330.050,0.031,1330.073,-17.888,-1.327,0.000,-0.065
outlay,Mandatory,Social Security,2019-05-01,True,False,2024,6,1390.918,1454.424,28828.175,0.022,1390.940,-63.484,-4.365,0.000,-0.220
outlay,Mandatory,Social Security,1996-05-01,True,False,2002,7,466.767,452.073,10828.875,3.961,470.728,18.655,4.127,0.037,0.172
outlay,Mandatory,Social Security,1997-03-01,True,False,2003,7,487.404,470.453,11278.750,3.485,490.889,20.436,4.344,0.031,0.181
outlay,Mandatory,Social Security,1998-03-01,True,False,2004,7,495.489,491.537,12028.425,2.978,498.467,6.930,1.410,0.025,0.058
outlay,Mandatory,Social Security,1999-04-01,True,False,2005,7,511.388,518.712,12839.950,2.252,513.640,-5.072,-0.978,0.018,-0.040
outlay,Mandatory,Social Security,2000-04-01,True,False,2006,7,531.888,543.911,13636.750,1.663,533.551,-10.360,-1.905,0.012,-0.076
outlay,Mandatory,Social Security,2001-05-01,True,False,2007,7,577.997,581.442,14305.375,-0.030,577.967,-3.475,-0.598,-0.000,-0.024
outlay,Mandatory,Social Security,2002-03-01,True,False,2008,7,607.512,612.110,14796.575,-0.034,607.478,-4.632,-0.757,-0.000,-0.031
outlay,Mandatory,Social Security,2003-03-01,True,False,2009,7,632.508,677.726,14467.300,13.803,646.311,-31.415,-4.635,0.095,-0.217
outlay,Mandatory,Social Security,2004-03-01,True,False,2010,7,652.849,700.752,14884.400,0.121,652.970,-47.782,-6.819,0.001,-0.321
outlay,Mandatory,Social Security,2005-03-01,True,False,2011,7,698.520,724.923,15466.525,0.010,698.530,-26.393,-3.641,0.000,-0.171
outlay,Mandatory,Social Security,2006-03-01,True,False,2012,7,754.013,767.714,16109.425,-0.003,754.010,-13.704,-1.785,-0.000,-0.085
outlay,Mandatory,Social Security,2007-03-01,True,False,2013,7,799.466,807.841,16687.775,0.007,799.473,-8.368,-1.036,0.000,-0.050
outlay,Mandatory,Social Security,2008-03-01,True,False,2014,7,850.967,844.876,17428.100,0.038,851.005,6.129,0.725,0.000,0.035
outlay,Mandatory,Social Security,2009-03-01,True,False,2015,7,863.483,881.891,18164.250,0.158,863.641,-18.250,-2.069,0.001,-0.100
outlay,Mandatory,Social Security,2010-03-01,True,False,2016,7,929.021,910.282,18641.325,0.345,929.366,19.084,2.096,0.002,0.102
outlay,Mandatory,Social Security,2011-03-01,True,False,2017,7,995.325,939.204,19375.175,-0.025,995.300,56.096,5.973,-0.000,0.290
outlay,Mandatory,Social Security,2012-03-01,True,False,2018,7,1060.821,982.015,20436.325,-0.041,1060.780,78.765,8.021,-0.000,0.385
outlay,Mandatory,Social Security,2013-05-01,True,False,2019,7,1120.564,1038.489,21286.150,-0.104,1120.460,81.971,7.893,-0.000,0.385
outlay,Mandatory,Social Security,2014-04-01,True,False,2020,7,1186.593,1089.889,21320.225,-0.193,1186.400,96.511,8.855,-0.001,0.453
outlay,Mandatory,Social Security,2015-03-01,True,False,2021,7,1236.595,1128.827,23004.125,-0.215,1236.380,107.553,9.528,-0.001,0.468
outlay,Mandatory,Social Security,2016-03-01,True,False,2022,7,1281.523,1212.487,25517.575,0.032,1281.555,69.068,5.696,0.000,0.271
outlay,Mandatory,Social Security,2017-06-01,True,False,2023,7,1332.916,1347.961,27330.050,0.030,1332.946,-15.015,-1.114,0.000,-0.055
outlay,Mandatory,Social Security,2018-05-01,True,False,2024,7,1410.177,1454.424,28828.175,0.026,1410.203,-44.221,-3.040,0.000,-0.153
outlay,Mandatory,Social Security,1996-05-01,True,False,2003,8,490.399,470.453,11278.750,3.465,493.864,23.411,4.976,0.031,0.208
outlay,Mandatory,Social Security,1997-03-01,True,False,2004,8,512.432,491.537,12028.425,2.978,515.410,23.873,4.857,0.025,0.198
