component,category,subcategory,baseline_date,Spring_flag,Winter_flag,projected_fiscal_year,projected_year_number,value,actual_value,GDP,legislative_outlay_change,adjusted_projection,projection_error,projection_error_pct_actual,leg_change_pct_GDP,projection_error_pct_GDP
outlay,Mandatory,Other Mandatory,2004-03-01,True,False,2013,10,363.286,563.265,16687.775,106.359,469.645,-93.620,-16.621,0.637,-0.561
outlay,Mandatory,Other Mandatory,2005-03-01,True,False,2014,10,376.685,521.203,17428.100,80.505,457.190,-64.013,-12.282,0.462,-0.367
outlay,Mandatory,Other Mandatory,2006-03-01,True,False,2015,10,389.683,547.735,18164.250,84.903,474.586,-73.149,-13.355,0.467,-0.403
outlay,Mandatory,Other Mandatory,2007-03-01,True,False,2016,10,410.639,574.723,18641.325,108.461,519.100,-55.623,-9.678,0.582,-0.298
outlay,Mandatory,Other Mandatory,2008-03-01,True,False,2017,10,430.222,642.059,19375.175,116.616,546.838,-95.221,-14.831,0.602,-0.491
outlay,Mandatory,Other Mandatory,2009-03-01,True,False,2018,10,417.199,578.962,20436.325,116.503,533.702,-45.260,-7.817,0.570,-0.221
outlay,Mandatory,Other Mandatory,2010-03-01,True,False,2019,10,482.364,661.190,21286.150,150.890,633.254,-27.936,-4.225,0.709,-0.131
outlay,Mandatory,Other Mandatory,2011-03-01,True,False,2020,10,610.908,2267.224,21320.225,1486.676,2097.584,-169.640,-7.482,6.973,-0.796
outlay,Mandatory,Other Mandatory,2012-03-01,True,False,2021,10,639.524,2500.403,23004.125,1858.063,2497.587,-2.816,-0.113,8.077,-0.012
outlay,Mandatory,Other Mandatory,2013-05-01,True,False,2022,10,750.624,1208.366,25517.575,448.957,1199.581,-8.785,-0.727,1.759,-0.034
outlay,Mandatory,Other Mandatory,2014-04-01,True,False,2023,10,721.361,1294.675,27330.050,187.818,909.179,-385.496,-29.776,0.687,-1.411
outlay,Mandatory,Other Mandatory,2015-03-01,True,False,2024,10,692.478,1128.701,28828.175,168.888,861.366,-267.335,-23.685,0.586,-0.927
outlay,Mandatory,Other Mandatory,1996-05-01,True,False,2006,11,318.304,362.408,13636.750,40.983,359.287,-3.121,-0.861,0.301,-0.023
outlay,Mandatory,Other Mandatory,1997-03-01,True,False,2007,11,308.871,307.146,14305.375,35.636,344.507,37.361,12.164,0.249,0.261
outlay,Mandatory,Other Mandatory,1998-03-01,True,False,2008,11,328.994,395.550,14796.575,62.232,391.226,-4.324,-1.093,0.421,-0.029
outlay,Mandatory,Other Mandatory,1999-04-01,True,False,2009,11,314.021,648.230,14467.300,313.982,628.003,-20.227,-3.120,2.170,-0.140
outlay,Mandatory,Other Mandatory,2000-04-01,True,False,2010,11,317.236,453.261,14884.400,181.401,498.637,45.376,10.011,1.219,0.305
outlay,Mandatory,Other Mandatory,2001-05-01,True,False,2011,11,344.448,540.978,15466.525,168.827,513.275,-27.703,-5.121,1.092,-0.179
outlay,Mandatory,Other Mandatory,2002-03-01,True,False,2012,11,336.588,546.079,16109.425,145.632,482.220,-63.859,-11.694,0.904,-0.396
outlay,Mandatory,Other Mandatory,2003-03-01,True,False,2013,11,368.314,563.265,16687.775,111.984,480.298,-82.967,-14.730,0.671,-0.497
outlay,Mandatory,Other Mandatory,2004-03-01,True,False,2014,11,371.738,521.203,17428.100,78.936,450.674,-70.529,-13.532,0.453,-0.405
outlay,Mandatory,Other Mandatory,2005-03-01,True,False,2015,11,388.092,547.735,18164.250,81.688,469.780,-77.955,-14.232,0.450,-0.429
outlay,Mandatory,Other Mandatory,2006-03-01,True,False,2016,11,408.386,574.723,18641.325,108.672,517.058,-57.665,-10.034,0.583,-0.309
outlay,Mandatory,Other Mandatory,2007-03-01,True,False,2017,11,417.910,642.059,19375.175,116.623,534.533,-107.526,-16.747,0.602,-0.555
outlay,Mandatory,Other Mandatory,2008-03-01,True,False,2018,11,432.602,578.962,20436.325,125.838,558.440,-20.522,-3.545,0.616,-0.100
outlay,Mandatory,Other Mandatory,2009-03-01,True,False,2019,11,441.880,661.190,21286.150,151.117,592.997,-68.193,-10.314,0.710,-0.320
outlay,Mandatory,Other Mandatory,2010-03-01,True,False,2020,11,490.212,2267.224,21320.225,1597.514,2087.726,-179.498,-7.917,7.493,-0.842
outlay,Mandatory,Other Mandatory,2011-03-01,True,False,2021,11,628.735,2500.403,23004.125,1843.135,2471.870,-28.533,-1.141,8.012,-0.124
outlay,Mandatory,Other Mandatory,2012-03-01,True,False,2022,11,681.956,1208.366,25517.575,470.880,1152.836,-55.530,-4.595,1.845,-0.218
outlay,Mandatory,Other Mandatory,2013-05-01,True,False,2023,11,752.465,1294.675,27330.050,168.726,921.191,-373.484,-28.848,0.617,-1.367
outlay,Mandatory,Other Mandatory,2014-04-01,True,False,2024,11,720.192,1128.701,28828.175,164.491,884.683,-244.018,-21.619,0.571,-0.846
outlay,Discretionary,Total Discretionary,1992-03-01,True,False,1992,1,548.152,533.804,6416.250,-1.787,546.365,12.561,2.353,-0.028,0.196
outlay,Discretionary,Total Discretionary,1993-03-01,True,False,1993,1,547.678,539.753,6775.325,3.602,551.280,11.527,2.136,0.053,0.170
outlay,Discretionary,Total Discretionary,1994-04-01,True,False,1994,1,546.830,541.340,7176.850,0.660,547.490,6.150,1.136,0.009,0.086
outlay,Discretionary,Total Discretionary,1995-04-01,True,False,1995,1,547.915,544.761,7560.425,-0.051,547.864,3.103,0.570,-0.001,0.041
outlay,Discretionary,Total Discretionary,1996-05-01,True,False,1996,1,532.817,532.733,7951.325,2.081,534.898,2.165,0.406,0.026,0.027
outlay,Discretionary,Total Discretionary,1997-03-01,True,False,1997,1,548.532,547.037,8451.025,2.770,551.302,4.265,0.780,0.033,0.050
outlay,Discretionary,Total Discretionary,1998-03-01,True,False,1998,1,557.560,551.995,8930.800,1.935,559.495,7.500,1.359,0.022,0.084
outlay,Discretionary,Total Discretionary,1999-04-01,True,False,1999,1,574.105,572.113,9479.625,3.677,577.782,5.669,0.991,0.039,0.060
outlay,Discretionary,Total Discretionary,2000-04-01,True,False,2000,1,603.053,614.626,10117.075,13.566,616.619,1.993,0.324,0.134,0.020
outlay,Discretionary,Total Discretionary,2001-05-01,True,False,2001,1,642.599,649.041,10525.725,1.515,644.114,-4.927,-0.759,0.014,-0.047
outlay,Discretionary,Total Discretionary,2002-03-01,True,False,2002,1,730.835,733.950,10828.875,5.916,736.751,2.801,0.382,0.055,0.026
outlay,Discretionary,Total Discretionary,2003-03-01,True,False,2003,1,804.682,824.339,11278.750,33.274,837.956,13.617,1.652,0.295,0.121
outlay,Discretionary,Total Discretionary,2004-03-01,True,False,2004,1,895.047,895.065,12028.425,0.494,895.541,0.476,0.053,0.004,0.004
outlay,Discretionary,Total Discretionary,2005-03-01,True,False,2005,1,929.514,968.541,12839.950,34.690,964.204,-4.337,-0.448,0.270,-0.034
outlay,Discretionary,Total Discretionary,2006-03-01,True,False,2006,1,1002.145,1016.624,13636.750,25.389,1027.534,10.910,1.073,0.186,0.080
outlay,Discretionary,Total Discretionary,2007-03-01,True,False,2007,1,1029.456,1041.590,14305.375,27.865,1057.321,15.731,1.510,0.195,0.110
outlay,Discretionary,Total Discretionary,2008-03-01,True,False,2008,1,1092.291,1134.884,14796.575,38.299,1130.590,-4.294,-0.378,0.259,-0.029
outlay,Discretionary,Total Discretionary,2009-03-01,True,False,2009,1,1220.843,1237.536,14467.300,29.712,1250.555,13.019,1.052,0.205,0.090
outlay,Discretionary,Total Discretionary,2010-03-01,True,False,2010,1,1366.891,1347.166,14884.400,5.220,1372.111,24.945,1.852,0.035,0.168
outlay,Discretionary,Total Discretionary,2011-03-01,True,False,2011,1,1361.383,1347.137,15466.525,3.156,1364.539,17.402,1.292,0.020,0.113
outlay,Discretionary,Total Discretionary,2012-03-01,True,False,2012,1,1302.598,1275.705,16109.425,0.000,1302.598,26.893,2.108,0.000,0.167
outlay,Discretionary,Total Discretionary,2013-05-01,True,False,2013,1,1212.715,1202.362,16687.775,0.000,1212.715,10.353,0.861,0.000,0.062
outlay,Discretionary,Total Discretionary,2014-04-01,True,False,2014,1,1179.603,1178.867,17428.100,0.150,1179.753,0.886,0.075,0.001,0.005
outlay,Discretionary,Total Discretionary,2015-03-01,True,False,2015,1,1174.595,1172.141,18164.250,0.000,1174.595,2.454,0.209,0.000,0.014
outlay,Discretionary,Total Discretionary,2016-03-01,True,False,2016,1,1195.950,1185.255,18641.325,0.000,1195.950,10.695,0.902,0.000,0.057
outlay,Discretionary,Total Discretionary,2017-06-01,True,False,2017,1,1203.489,1200.310,19375.175,-0.200,1203.289,2.979,0.248,-0.001,0.015
outlay,Discretionary,Total Discretionary,2018-05-01,True,False,2018,1,1273.809,1261.517,20436.325,0.000,1273.809,12.292,0.974,0.000,0.060
outlay,Discretionary,Total Discretionary,2019-05-01,True,False,2019,1,1329.620,1338.000,21286.150,5.692,1335.312,-2.688,-0.201,0.027,-0.013
outlay,Discretionary,Total Discretionary,2020-03-01,True,False,2020,1,1412.599,1627.883,21320.225,231.356,1643.955,16.072,0.987,1.085,0.075
outlay,Discretionary,Total Discretionary,2021-07-01,True,False,2021,1,1652.461,1636.409,23004.125,0.000,1652.461,16.052,0.981,0.000,0.070
outlay,Discretionary,Total Discretionary,2022-05-01,True,False,2022,1,1721.868,1664.550,25517.575,1.760,1723.628,59.078,3.549,0.007,0.232
outlay,Discretionary,Total Discretionary,2023-05-01,True,False,2023,1,1711.721,1718.132,27330.050,1.043,1712.764,-5.368,-0.312,0.004,-0.020
outlay,Discretionary,Total Discretionary,2024-06-01,True,False,2024,1,1791.480,1809.797,28828.175,0.000,1791.480,-18.317,-1.012,0.000,-0.064
outlay,Discretionary,Total Discretionary,1992-03-01,True,False,1993,2,542.859,539.753,6775.325,5.085,547.944,8.191,1.518,0.075,0.121
outlay,Discretionary,Total Discretionary,1993-03-01,True,False,1994,2,538.939,541.340,7176.850,11.326,550.265,8.925,1.649,0.158,0.124
outlay,Discretionary,Total Discretionary,1994-04-01,True,False,1995,2,546.075,544.761,7560.425,2.387,548.462,3.701,0.679,0.032,0.049
outlay,Discretionary,Total Discretionary,1995-04-01,True,False,1996,2,551.718,532.733,7951.325,-18.399,533.319,0.586,0.110,-0.231,0.007
outlay,Discretionary,Total Discretionary,1996-05-01,True,False,1997,2,546.298,547.037,8451.025,0.433,546.731,-0.306,-0.056,0.005,-0.004
outlay,Discretionary,Total Discretionary,1997-03-01,True,False,1998,2,544.766,551.995,8930.800,12.378,557.144,5.149,0.933,0.139,0.058
outlay,Discretionary,Total Discretionary,1998-03-01,True,False,1999,2,561.135,572.113,9479.625,23.873,585.008,12.895,2.254,0.252,0.136
outlay,Discretionary,Total Discretionary,1999-04-01,True,False,2000,2,572.568,614.626,10117.075,46.105,618.673,4.047,0.658,0.456,0.040
outlay,Discretionary,Total Discretionary,2000-04-01,True,False,2001,2,579.161,649.041,10525.725,68.195,647.356,-1.685,-0.260,0.648,-0.016
outlay,Discretionary,Total Discretionary,2001-05-01,True,False,2002,2,678.520,733.950,10828.875,50.242,728.762,-5.188,-0.707,0.464,-0.048
outlay,Discretionary,Total Discretionary,2002-03-01,True,False,2003,2,761.188,824.339,11278.750,70.710,831.898,7.559,0.917,0.627,0.067
outlay,Discretionary,Total Discretionary,2003-03-01,True,False,2004,2,837.077,895.065,12028.425,70.254,907.331,12.266,1.370,0.584,0.102
outlay,Discretionary,Total Discretionary,2004-03-01,True,False,2005,2,935.554,968.541,12839.950,31.577,967.131,-1.410,-0.146,0.246,-0.011
outlay,Discretionary,Total Discretionary,2005-03-01,True,False,2006,2,914.750,1016.624,13636.750,119.088,1033.838,17.214,1.693,0.873,0.126
outlay,Discretionary,Total Discretionary,2006-03-01,True,False,2007,2,999.160,1041.590,14305.375,74.409,1073.569,31.979,3.070,0.520,0.224
outlay,Discretionary,Total Discretionary,2007-03-01,True,False,2008,2,1046.189,1134.884,14796.575,99.970,1146.159,11.275,0.993,0.676,0.076
outlay,Discretionary,Total Discretionary,2008-03-01,True,False,2009,2,1121.586,1237.536,14467.300,119.568,1241.154,3.618,0.292,0.826,0.025
outlay,Discretionary,Total Discretionary,2009-03-01,True,False,2010,2,1302.352,1347.166,14884.400,92.135,1394.487,47.321,3.513,0.619,0.318
outlay,Discretionary,Total Discretionary,2010-03-01,True,False,2011,2,1372.762,1347.137,15466.525,15.731,1388.493,41.356,3.070,0.102,0.267
outlay,Discretionary,Total Discretionary,2011-03-01,True,False,2012,2,1344.439,1275.705,16109.425,-25.273,1319.166,43.461,3.407,-0.157,0.270
outlay,Discretionary,Total Discretionary,2012-03-01,True,False,2013,2,1218.530,1202.362,16687.775,8.736,1227.266,24.904,2.071,0.052,0.149
outlay,Discretionary,Total Discretionary,2013-05-01,True,False,2014,2,1168.145,1178.867,17428.100,31.540,1199.685,20.818,1.766,0.181,0.119
outlay,Discretionary,Total Discretionary,2014-04-01,True,False,2015,2,1188.015,1172.141,18164.250,0.984,1188.999,16.858,1.438,0.005,0.093
outlay,Discretionary,Total Discretionary,2015-03-01,True,False,2016,2,1178.190,1185.255,18641.325,24.661,1202.851,17.596,1.485,0.132,0.094
outlay,Discretionary,Total Discretionary,2016-03-01,True,False,2017,2,1205.610,1200.310,19375.175,19.379,1224.989,24.679,2.056,0.100,0.127
outlay,Discretionary,Total Discretionary,2017-06-01,True,False,2018,2,1221.518,1261.517,20436.325,94.122,1315.640,54.123,4.290,0.461,0.265
outlay,Discretionary,Total Discretionary,2018-05-01,True,False,2019,2,1357.938,1338.000,21286.150,-5.602,1352.336,14.336,1.071,-0.026,0.067
outlay,Discretionary,Total Discretionary,2019-05-01,True,False,2020,2,1292.424,1627.883,21320.225,349.729,1642.153,14.270,0.877,1.640,0.067
outlay,Discretionary,Total Discretionary,2020-03-01,True,False,2021,2,1453.375,1636.409,23004.125,229.582,1682.957,46.548,2.845,0.998,0.202
outlay,Discretionary,Total Discretionary,2021-07-01,True,False,2022,2,1649.402,1664.550,25517.575,54.715,1704.117,39.567,2.377,0.214,0.155
outlay,Discretionary,Total Discretionary,2022-05-01,True,False,2023,2,1757.720,1718.132,27330.050,39.577,1797.297,79.165,4.608,0.145,0.290
outlay,Discretionary,Total Discretionary,2023-05-01,True,False,2024,2,1845.177,1809.797,28828.175,-24.122,1821.055,11.258,0.622,-0.084,0.039
outlay,Discretionary,Total Discretionary,1992-03-01,True,False,1994,3,536.527,541.340,7176.850,13.352,549.879,8.539,1.577,0.186,0.119
outlay,Discretionary,Total Discretionary,1993-03-01,True,False,1995,3,540.194,544.761,7560.425,9.226,549.420,4.659,0.855,0.122,0.062
outlay,Discretionary,Total Discretionary,1994-04-01,True,False,1996,3,550.630,532.733,7951.325,-17.763,532.867,0.134,0.025,-0.223,0.002
outlay,Discretionary,Total Discretionary,1995-04-01,True,False,1997,3,553.425,547.037,8451.025,-7.648,545.777,-1.260,-0.230,-0.090,-0.015
outlay,Discretionary,Total Discretionary,1996-05-01,True,False,1998,3,546.411,551.995,8930.800,13.366,559.777,7.782,1.410,0.150,0.087
outlay,Discretionary,Total Discretionary,1997-03-01,True,False,1999,3,562.183,572.113,9479.625,23.041,585.224,13.111,2.292,0.243,0.138
outlay,Discretionary,Total Discretionary,1998-03-01,True,False,2000,3,564.683,614.626,10117.075,55.184,619.867,5.241,0.853,0.545,0.052
outlay,Discretionary,Total Discretionary,1999-04-01,True,False,2001,3,572.533,649.041,10525.725,75.743,648.276,-0.765,-0.118,0.720,-0.007
outlay,Discretionary,Total Discretionary,2000-04-01,True,False,2002,3,570.944,733.950,10828.875,164.437,735.381,1.431,0.195,1.519,0.013
outlay,Discretionary,Total Discretionary,2001-05-01,True,False,2003,3,707.033,824.339,11278.750,120.087,827.120,2.781,0.337,1.065,0.025
outlay,Discretionary,Total Discretionary,2002-03-01,True,False,2004,3,783.905,895.065,12028.425,119.277,903.182,8.117,0.907,0.992,0.067
outlay,Discretionary,Total Discretionary,2003-03-01,True,False,2005,3,853.761,968.541,12839.950,119.466,973.227,4.686,0.484,0.930,0.036
outlay,Discretionary,Total Discretionary,2004-03-01,True,False,2006,3,955.545,1016.624,13636.750,73.366,1028.911,12.287,1.209,0.538,0.090
outlay,Discretionary,Total Discretionary,2005-03-01,True,False,2007,3,920.569,1041.590,14305.375,148.917,1069.486,27.896,2.678,1.041,0.195
outlay,Discretionary,Total Discretionary,2006-03-01,True,False,2008,3,1017.627,1134.884,14796.575,129.120,1146.747,11.863,1.045,0.873,0.080
outlay,Discretionary,Total Discretionary,2007-03-01,True,False,2009,3,1062.321,1237.536,14467.300,189.774,1252.095,14.559,1.176,1.312,0.101
outlay,Discretionary,Total Discretionary,2008-03-01,True,False,2010,3,1145.945,1347.166,14884.400,248.818,1394.763,47.597,3.533,1.672,0.320
outlay,Discretionary,Total Discretionary,2009-03-01,True,False,2011,3,1284.938,1347.137,15466.525,118.708,1403.646,56.509,4.195,0.768,0.365
outlay,Discretionary,Total Discretionary,2010-03-01,True,False,2012,3,1344.500,1275.705,16109.425,-9.278,1335.222,59.517,4.665,-0.058,0.369
outlay,Discretionary,Total Discretionary,2011-03-01,True,False,2013,3,1356.174,1202.362,16687.775,-114.134,1242.040,39.678,3.300,-0.684,0.238
outlay,Discretionary,Total Discretionary,2012-03-01,True,False,2014,3,1194.896,1178.867,17428.100,23.060,1217.956,39.089,3.316,0.132,0.224
outlay,Discretionary,Total Discretionary,2013-05-01,True,False,2015,3,1186.959,1172.141,18164.250,14.105,1201.064,28.923,2.468,0.078,0.159
outlay,Discretionary,Total Discretionary,2014-04-01,True,False,2016,3,1189.715,1185.255,18641.325,16.683,1206.398,21.143,1.784,0.089,0.113
outlay,Discretionary,Total Discretionary,2015-03-01,True,False,2017,3,1184.258,1200.310,19375.175,44.440,1228.698,28.388,2.365,0.229,0.147
outlay,Discretionary,Total Discretionary,2016-03-01,True,False,2018,3,1204.519,1261.517,20436.325,121.580,1326.099,64.582,5.119,0.595,0.316
outlay,Discretionary,Total Discretionary,2017-06-01,True,False,2019,3,1255.341,1338.000,21286.150,133.517,1388.858,50.858,3.801,0.627,0.239
outlay,Discretionary,Total Discretionary,2018-05-01,True,False,2020,3,1338.489,1627.883,21320.225,316.067,1654.556,26.673,1.639,1.482,0.125
outlay,Discretionary,Total Discretionary,2019-05-01,True,False,2021,3,1299.204,1636.409,23004.125,383.323,1682.527,46.118,2.818,1.666,0.200
outlay,Discretionary,Total Discretionary,2020-03-01,True,False,2022,3,1502.334,1664.550,25517.575,172.670,1675.004,10.454,0.628,0.677,0.041
outlay,Discretionary,Total Discretionary,2021-07-01,True,False,2023,3,1609.890,1718.132,27330.050,157.929,1767.819,49.687,2.892,0.578,0.182
outlay,Discretionary,Total Discretionary,2022-05-01,True,False,2024,3,1798.262,1809.797,28828.175,37.218,1835.480,25.683,1.419,0.129,0.089
outlay,Discretionary,Total Discretionary,1992-03-01,True,False,1995,4,538.158,544.761,7560.425,9.536,547.694,2.933,0.538,0.126,0.039
outlay,Discretionary,Total Discretionary,1993-03-01,True,False,1996,4,554.779,532.733,7951.325,-21.834,532.945,0.212,0.040,-0.275,0.003
outlay,Discretionary,Total Discretionary,1994-04-01,True,False,1997,4,548.747,547.037,8451.025,-7.251,541.496,-5.541,-1.013,-0.086,-0.066
outlay,Discretionary,Total Discretionary,1995-04-01,True,False,1998,4,556.506,551.995,8930.800,13.230,569.736,17.741,3.214,0.148,0.199
outlay,Discretionary,Total Discretionary,1996-05-01,True,False,1999,4,563.108,572.113,9479.625,24.088,587.196,15.083,2.636,0.254,0.159
outlay,Discretionary,Total Discretionary,1997-03-01,True,False,2000,4,579.362,614.626,10117.075,41.463,620.825,6.199,1.009,0.410,0.061
outlay,Discretionary,Total Discretionary,1998-03-01,True,False,2001,4,564.073,649.041,10525.725,83.423,647.496,-1.545,-0.238,0.793,-0.015
outlay,Discretionary,Total Discretionary,1999-04-01,True,False,2002,4,568.318,733.950,10828.875,167.322,735.640,1.690,0.230,1.545,0.016
outlay,Discretionary,Total Discretionary,2000-04-01,True,False,2003,4,585.115,824.339,11278.750,243.459,828.574,4.235,0.514,2.159,0.038
outlay,Discretionary,Total Discretionary,2001-05-01,True,False,2004,4,727.295,895.065,12028.425,170.973,898.268,3.203,0.358,1.421,0.027
outlay,Discretionary,Total Discretionary,2002-03-01,True,False,2005,4,806.295,968.541,12839.950,168.374,974.669,6.128,0.633,1.311,0.048
outlay,Discretionary,Total Discretionary,2003-03-01,True,False,2006,4,867.737,1016.624,13636.750,167.462,1035.199,18.575,1.827,1.228,0.136
outlay,Discretionary,Total Discretionary,2004-03-01,True,False,2007,4,972.644,1041.590,14305.375,85.581,1058.225,16.635,1.597,0.598,0.116
outlay,Discretionary,Total Discretionary,2005-03-01,True,False,2008,4,940.821,1134.884,14796.575,201.724,1142.545,7.661,0.675,1.363,0.052
outlay,Discretionary,Total Discretionary,2006-03-01,True,False,2009,4,1038.404,1237.536,14467.300,206.780,1245.184,7.648,0.618,1.429,0.053
outlay,Discretionary,Total Discretionary,2007-03-01,True,False,2010,4,1078.109,1347.166,14884.400,321.419,1399.528,52.362,3.887,2.159,0.352
outlay,Discretionary,Total Discretionary,2008-03-01,True,False,2011,4,1171.037,1347.137,15466.525,229.158,1400.195,53.058,3.939,1.482,0.343
outlay,Discretionary,Total Discretionary,2009-03-01,True,False,2012,4,1240.081,1275.705,16109.425,94.771,1334.852,59.147,4.636,0.588,0.367
outlay,Discretionary,Total Discretionary,2010-03-01,True,False,2013,4,1345.229,1202.362,16687.775,-106.180,1239.049,36.687,3.051,-0.636,0.220
outlay,Discretionary,Total Discretionary,2011-03-01,True,False,2014,4,1370.985,1178.867,17428.100,-147.667,1223.318,44.451,3.771,-0.847,0.255
outlay,Discretionary,Total Discretionary,2012-03-01,True,False,2015,4,1198.491,1172.141,18164.250,7.170,1205.661,33.520,2.860,0.039,0.185
outlay,Discretionary,Total Discretionary,2013-05-01,True,False,2016,4,1205.714,1185.255,18641.325,8.351,1214.065,28.810,2.431,0.045,0.155
