component,category,subcategory,baseline_date,Spring_flag,Winter_flag,projected_fiscal_year,projected_year_number,value,actual_value,GDP,legislative_revenue_change,adjusted_projection,projection_error,projection_error_pct_actual,leg_change_pct_GDP,projection_error_pct_GDP
revenue,Payroll Taxes,Payroll Taxes,2020-03-01,True,False,2024,5,1523.158,1708.926,28828.175,0.498,1523.656,-185.270,-10.841,0.002,-0.643
revenue,Payroll Taxes,Payroll Taxes,1982-02-01,False,True,1987,6,339.000,303.317,4767.650,10.944,349.944,46.627,15.372,0.230,0.978
revenue,Payroll Taxes,Payroll Taxes,1983-02-01,False,True,1988,6,326.000,334.335,5138.550,22.404,348.404,14.069,4.208,0.436,0.274
revenue,Payroll Taxes,Payroll Taxes,1984-02-01,True,True,1989,6,382.100,359.416,5554.675,3.489,385.589,26.173,7.282,0.063,0.471
revenue,Payroll Taxes,Payroll Taxes,1985-02-01,True,True,1990,6,388.974,380.047,5898.750,4.091,393.065,13.018,3.425,0.069,0.221
revenue,Payroll Taxes,Payroll Taxes,1986-02-01,True,True,1991,6,415.306,396.015,6093.175,5.555,420.861,24.846,6.274,0.091,0.408
revenue,Payroll Taxes,Payroll Taxes,1987-01-01,False,True,1992,6,436.477,413.689,6416.250,12.454,448.931,35.242,8.519,0.194,0.549
revenue,Payroll Taxes,Payroll Taxes,1988-02-01,False,True,1993,6,464.345,428.300,6775.325,9.342,473.687,45.387,10.597,0.138,0.670
revenue,Payroll Taxes,Payroll Taxes,1989-01-01,True,True,1994,6,497.172,461.476,7176.850,13.541,510.713,49.237,10.669,0.189,0.686
revenue,Payroll Taxes,Payroll Taxes,1990-01-01,True,True,1995,6,525.607,484.473,7560.425,16.906,542.513,58.040,11.980,0.224,0.768
revenue,Payroll Taxes,Payroll Taxes,1991-01-01,False,True,1996,6,559.879,509.414,7951.325,7.826,567.705,58.291,11.443,0.098,0.733
revenue,Payroll Taxes,Payroll Taxes,1992-01-01,False,True,1997,6,569.967,539.371,8451.025,9.048,579.015,39.644,7.350,0.107,0.469
revenue,Payroll Taxes,Payroll Taxes,1992-03-01,True,False,1997,6,569.967,539.371,8451.025,9.048,579.015,39.644,7.350,0.107,0.469
revenue,Payroll Taxes,Payroll Taxes,1993-01-01,False,True,1998,6,559.035,571.831,8930.800,9.673,568.708,-3.123,-0.546,0.108,-0.035
revenue,Payroll Taxes,Payroll Taxes,1993-03-01,True,False,1998,6,559.035,571.831,8930.800,9.673,568.708,-3.123,-0.546,0.108,-0.035
revenue,Payroll Taxes,Payroll Taxes,1994-01-01,True,True,1999,6,603.831,611.833,9479.625,1.288,605.119,-6.714,-1.097,0.014,-0.071
revenue,Payroll Taxes,Payroll Taxes,1995-01-01,True,True,2000,6,618.484,652.852,10117.075,1.734,620.218,-32.634,-4.999,0.017,-0.323
revenue,Payroll Taxes,Payroll Taxes,1996-05-01,True,True,2001,6,635.904,693.967,10525.725,1.797,637.701,-56.266,-8.108,0.017,-0.535
revenue,Payroll Taxes,Payroll Taxes,1997-01-01,False,True,2002,6,658.701,700.760,10828.875,1.131,659.832,-40.928,-5.841,0.010,-0.378
revenue,Payroll Taxes,Payroll Taxes,1997-03-01,True,False,2002,6,658.701,700.760,10828.875,1.131,659.832,-40.928,-5.841,0.010,-0.378
revenue,Payroll Taxes,Payroll Taxes,1998-01-01,False,True,2003,6,709.887,712.978,11278.750,-2.014,707.873,-5.105,-0.716,-0.018,-0.045
revenue,Payroll Taxes,Payroll Taxes,1998-03-01,True,False,2003,6,709.887,712.978,11278.750,-2.014,707.873,-5.105,-0.716,-0.018,-0.045
revenue,Payroll Taxes,Payroll Taxes,1999-01-01,True,True,2004,6,746.231,733.407,12028.425,-1.675,744.556,11.149,1.520,-0.014,0.093
revenue,Payroll Taxes,Payroll Taxes,2000-01-01,True,True,2005,6,807.696,794.125,12839.950,-1.105,806.591,12.466,1.570,-0.009,0.097
revenue,Payroll Taxes,Payroll Taxes,2001-01-01,False,True,2006,6,879.284,837.821,13636.750,-0.088,879.196,41.375,4.938,-0.001,0.303
revenue,Payroll Taxes,Payroll Taxes,2001-05-01,True,False,2006,6,879.284,837.821,13636.750,-0.088,879.196,41.375,4.938,-0.001,0.303
revenue,Payroll Taxes,Payroll Taxes,2002-01-01,False,True,2007,6,907.821,869.607,14305.375,2.047,909.868,40.261,4.630,0.014,0.281
revenue,Payroll Taxes,Payroll Taxes,2002-03-01,True,False,2007,6,907.835,869.607,14305.375,2.047,909.882,40.275,4.631,0.014,0.282
revenue,Payroll Taxes,Payroll Taxes,2003-01-01,False,True,2008,6,943.777,900.155,14796.575,1.919,945.696,45.541,5.059,0.013,0.308
revenue,Payroll Taxes,Payroll Taxes,2003-03-01,True,False,2008,6,943.705,900.155,14796.575,1.919,945.624,45.469,5.051,0.013,0.307
revenue,Payroll Taxes,Payroll Taxes,2004-01-01,False,True,2009,6,945.985,890.917,14467.300,1.633,947.618,56.701,6.364,0.011,0.392
revenue,Payroll Taxes,Payroll Taxes,2004-03-01,True,False,2009,6,945.990,890.917,14467.300,1.628,947.618,56.701,6.364,0.011,0.392
revenue,Payroll Taxes,Payroll Taxes,2005-01-01,False,True,2010,6,1008.533,864.814,14884.400,1.618,1010.151,145.337,16.806,0.011,0.976
revenue,Payroll Taxes,Payroll Taxes,2005-03-01,True,False,2010,6,1008.533,864.814,14884.400,1.618,1010.151,145.337,16.806,0.011,0.976
revenue,Payroll Taxes,Payroll Taxes,2006-01-01,False,True,2011,6,1063.895,818.792,15466.525,-85.912,977.983,159.191,19.442,-0.555,1.029
revenue,Payroll Taxes,Payroll Taxes,2006-03-01,True,False,2011,6,1063.895,818.792,15466.525,-85.912,977.983,159.191,19.442,-0.555,1.029
revenue,Payroll Taxes,Payroll Taxes,2007-01-01,False,True,2012,6,1100.412,845.314,16109.425,-119.660,980.752,135.438,16.022,-0.743,0.841
revenue,Payroll Taxes,Payroll Taxes,2007-03-01,True,False,2012,6,1100.412,845.314,16109.425,-119.660,980.752,135.438,16.022,-0.743,0.841
revenue,Payroll Taxes,Payroll Taxes,2008-01-01,False,True,2013,6,1149.367,947.820,16687.775,-16.272,1133.095,185.275,19.547,-0.098,1.110
revenue,Payroll Taxes,Payroll Taxes,2008-03-01,True,False,2013,6,1153.532,947.820,16687.775,-16.272,1137.260,189.440,19.987,-0.098,1.135
revenue,Payroll Taxes,Payroll Taxes,2009-01-01,False,True,2014,6,1140.735,1023.458,17428.100,13.509,1154.244,130.786,12.779,0.078,0.750
revenue,Payroll Taxes,Payroll Taxes,2009-03-01,True,False,2014,6,1117.450,1023.458,17428.100,13.529,1130.979,107.521,10.506,0.078,0.617
revenue,Payroll Taxes,Payroll Taxes,2010-01-01,False,True,2015,6,1165.274,1065.257,18164.250,16.268,1181.542,116.285,10.916,0.090,0.640
revenue,Payroll Taxes,Payroll Taxes,2010-03-01,True,False,2015,6,1165.151,1065.257,18164.250,16.390,1181.541,116.284,10.916,0.090,0.640
revenue,Payroll Taxes,Payroll Taxes,2011-01-01,False,True,2016,6,1204.242,1115.065,18641.325,0.729,1204.971,89.906,8.063,0.004,0.482
revenue,Payroll Taxes,Payroll Taxes,2011-03-01,True,False,2016,6,1202.153,1115.065,18641.325,0.729,1202.882,87.817,7.876,0.004,0.471
revenue,Payroll Taxes,Payroll Taxes,2012-01-01,False,True,2017,6,1204.949,1161.897,19375.175,2.078,1207.027,45.130,3.884,0.011,0.233
revenue,Payroll Taxes,Payroll Taxes,2012-03-01,True,False,2017,6,1212.881,1161.897,19375.175,0.812,1213.693,51.796,4.458,0.004,0.267
revenue,Payroll Taxes,Payroll Taxes,2013-02-01,False,True,2018,6,1256.479,1170.701,20436.325,0.274,1256.753,86.052,7.350,0.001,0.421
revenue,Payroll Taxes,Payroll Taxes,2013-05-01,True,False,2018,6,1252.512,1170.701,20436.325,0.274,1252.786,82.085,7.012,0.001,0.402
revenue,Payroll Taxes,Payroll Taxes,2014-02-01,False,True,2019,6,1266.100,1243.113,21286.150,-0.512,1265.588,22.475,1.808,-0.002,0.106
revenue,Payroll Taxes,Payroll Taxes,2014-04-01,True,False,2019,6,1266.741,1243.113,21286.150,-0.513,1266.228,23.115,1.859,-0.002,0.109
revenue,Payroll Taxes,Payroll Taxes,2015-01-01,False,True,2020,6,1281.073,1309.955,21320.225,2.807,1283.880,-26.075,-1.991,0.013,-0.122
revenue,Payroll Taxes,Payroll Taxes,2015-03-01,True,False,2020,6,1283.538,1309.955,21320.225,2.836,1286.374,-23.581,-1.800,0.013,-0.111
revenue,Payroll Taxes,Payroll Taxes,2016-01-01,False,True,2021,6,1314.096,1314.090,23004.125,-3.016,1311.080,-3.010,-0.229,-0.013,-0.013
revenue,Payroll Taxes,Payroll Taxes,2016-03-01,True,False,2021,6,1316.140,1314.090,23004.125,-3.017,1313.123,-0.967,-0.074,-0.013,-0.004
revenue,Payroll Taxes,Payroll Taxes,2017-01-01,False,True,2022,6,1363.659,1483.526,25517.575,0.859,1364.518,-119.008,-8.022,0.003,-0.466
revenue,Payroll Taxes,Payroll Taxes,2017-06-01,True,False,2022,6,1367.202,1483.526,25517.575,0.859,1368.061,-115.465,-7.783,0.003,-0.452
revenue,Payroll Taxes,Payroll Taxes,2018-04-01,False,True,2023,6,1456.407,1614.454,27330.050,-2.381,1454.026,-160.428,-9.937,-0.009,-0.587
revenue,Payroll Taxes,Payroll Taxes,2018-05-01,True,False,2023,6,1456.407,1614.454,27330.050,-2.381,1454.026,-160.428,-9.937,-0.009,-0.587
revenue,Payroll Taxes,Payroll Taxes,2019-01-01,False,True,2024,6,1505.944,1708.926,28828.175,-2.861,1503.083,-205.843,-12.045,-0.010,-0.714
revenue,Payroll Taxes,Payroll Taxes,2019-05-01,True,False,2024,6,1504.408,1708.926,28828.175,-2.861,1501.547,-207.379,-12.135,-0.010,-0.719
revenue,Payroll Taxes,Payroll Taxes,1992-01-01,False,True,1998,7,601.037,571.831,8930.800,9.673,610.710,38.879,6.799,0.108,0.435
revenue,Payroll Taxes,Payroll Taxes,1993-01-01,False,True,1999,7,581.380,611.833,9479.625,1.288,582.668,-29.165,-4.767,0.014,-0.308
revenue,Payroll Taxes,Payroll Taxes,1993-03-01,True,False,1999,7,581.380,611.833,9479.625,1.288,582.668,-29.165,-4.767,0.014,-0.308
revenue,Payroll Taxes,Payroll Taxes,1994-01-01,True,True,2000,7,631.256,652.852,10117.075,1.734,632.990,-19.862,-3.042,0.017,-0.196
revenue,Payroll Taxes,Payroll Taxes,1995-01-01,True,True,2001,7,650.210,693.967,10525.725,1.795,652.005,-41.962,-6.047,0.017,-0.399
revenue,Payroll Taxes,Payroll Taxes,1996-05-01,True,True,2002,7,665.745,700.760,10828.875,0.980,666.725,-34.035,-4.857,0.009,-0.314
revenue,Payroll Taxes,Payroll Taxes,1997-01-01,False,True,2003,7,687.467,712.978,11278.750,-1.666,685.801,-27.177,-3.812,-0.015,-0.241
revenue,Payroll Taxes,Payroll Taxes,1997-03-01,True,False,2003,7,687.467,712.978,11278.750,-1.666,685.801,-27.177,-3.812,-0.015,-0.241
revenue,Payroll Taxes,Payroll Taxes,1998-01-01,False,True,2004,7,742.651,733.407,12028.425,-1.740,740.911,7.504,1.023,-0.014,0.062
revenue,Payroll Taxes,Payroll Taxes,1998-03-01,True,False,2004,7,742.651,733.407,12028.425,-1.740,740.911,7.504,1.023,-0.014,0.062
revenue,Payroll Taxes,Payroll Taxes,1999-01-01,True,True,2005,7,782.507,794.125,12839.950,-1.095,781.412,-12.713,-1.601,-0.009,-0.099
revenue,Payroll Taxes,Payroll Taxes,2000-01-01,True,True,2006,7,842.094,837.821,13636.750,-0.046,842.048,4.227,0.505,-0.000,0.031
revenue,Payroll Taxes,Payroll Taxes,2001-01-01,False,True,2007,7,920.802,869.607,14305.375,0.817,921.619,52.012,5.981,0.006,0.364
revenue,Payroll Taxes,Payroll Taxes,2001-05-01,True,False,2007,7,920.802,869.607,14305.375,0.817,921.619,52.012,5.981,0.006,0.364
revenue,Payroll Taxes,Payroll Taxes,2002-01-01,False,True,2008,7,947.910,900.155,14796.575,3.785,951.695,51.540,5.726,0.026,0.348
revenue,Payroll Taxes,Payroll Taxes,2002-03-01,True,False,2008,7,948.116,900.155,14796.575,3.785,951.901,51.746,5.749,0.026,0.350
revenue,Payroll Taxes,Payroll Taxes,2003-01-01,False,True,2009,7,988.835,890.917,14467.300,2.044,990.879,99.962,11.220,0.014,0.691
revenue,Payroll Taxes,Payroll Taxes,2003-03-01,True,False,2009,7,988.764,890.917,14467.300,2.044,990.808,99.891,11.212,0.014,0.690
revenue,Payroll Taxes,Payroll Taxes,2004-01-01,False,True,2010,7,988.204,864.814,14884.400,1.628,989.832,125.018,14.456,0.011,0.840
revenue,Payroll Taxes,Payroll Taxes,2004-03-01,True,False,2010,7,988.209,864.814,14884.400,1.623,989.832,125.018,14.456,0.011,0.840
revenue,Payroll Taxes,Payroll Taxes,2005-01-01,False,True,2011,7,1054.363,818.792,15466.525,-85.937,968.426,149.634,18.275,-0.556,0.967
revenue,Payroll Taxes,Payroll Taxes,2005-03-01,True,False,2011,7,1054.363,818.792,15466.525,-85.937,968.426,149.634,18.275,-0.556,0.967
revenue,Payroll Taxes,Payroll Taxes,2006-01-01,False,True,2012,7,1111.998,845.314,16109.425,-119.973,992.025,146.711,17.356,-0.745,0.911
revenue,Payroll Taxes,Payroll Taxes,2006-03-01,True,False,2012,7,1111.999,845.314,16109.425,-119.973,992.026,146.712,17.356,-0.745,0.911
revenue,Payroll Taxes,Payroll Taxes,2007-01-01,False,True,2013,7,1149.284,947.820,16687.775,-16.273,1133.011,185.191,19.539,-0.098,1.110
revenue,Payroll Taxes,Payroll Taxes,2007-03-01,True,False,2013,7,1149.284,947.820,16687.775,-16.273,1133.011,185.191,19.539,-0.098,1.110
revenue,Payroll Taxes,Payroll Taxes,2008-01-01,False,True,2014,7,1199.204,1023.458,17428.100,13.542,1212.746,189.288,18.495,0.078,1.086
revenue,Payroll Taxes,Payroll Taxes,2008-03-01,True,False,2014,7,1201.678,1023.458,17428.100,13.542,1215.220,191.762,18.737,0.078,1.100
revenue,Payroll Taxes,Payroll Taxes,2009-01-01,False,True,2015,7,1191.812,1065.257,18164.250,16.135,1207.947,142.690,13.395,0.089,0.786
revenue,Payroll Taxes,Payroll Taxes,2009-03-01,True,False,2015,7,1154.469,1065.257,18164.250,16.314,1170.783,105.526,9.906,0.090,0.581
revenue,Payroll Taxes,Payroll Taxes,2010-01-01,False,True,2016,7,1211.620,1115.065,18641.325,20.832,1232.452,117.387,10.527,0.112,0.630
revenue,Payroll Taxes,Payroll Taxes,2010-03-01,True,False,2016,7,1211.532,1115.065,18641.325,20.920,1232.452,117.387,10.527,0.112,0.630
revenue,Payroll Taxes,Payroll Taxes,2011-01-01,False,True,2017,7,1256.169,1161.897,19375.175,1.415,1257.584,95.687,8.235,0.007,0.494
revenue,Payroll Taxes,Payroll Taxes,2011-03-01,True,False,2017,7,1254.162,1161.897,19375.175,1.415,1255.577,93.680,8.063,0.007,0.484
revenue,Payroll Taxes,Payroll Taxes,2012-01-01,False,True,2018,7,1266.225,1170.701,20436.325,1.313,1267.538,96.837,8.272,0.006,0.474
revenue,Payroll Taxes,Payroll Taxes,2012-03-01,True,False,2018,7,1276.986,1170.701,20436.325,-0.301,1276.685,105.984,9.053,-0.001,0.519
revenue,Payroll Taxes,Payroll Taxes,2013-02-01,False,True,2019,7,1314.347,1243.113,21286.150,0.133,1314.480,71.367,5.741,0.001,0.335
revenue,Payroll Taxes,Payroll Taxes,2013-05-01,True,False,2019,7,1309.363,1243.113,21286.150,0.133,1309.496,66.383,5.340,0.001,0.312
revenue,Payroll Taxes,Payroll Taxes,2014-02-01,False,True,2020,7,1317.004,1309.955,21320.225,2.777,1319.781,9.826,0.750,0.013,0.046
revenue,Payroll Taxes,Payroll Taxes,2014-04-01,True,False,2020,7,1318.011,1309.955,21320.225,2.776,1320.787,10.832,0.827,0.013,0.051
revenue,Payroll Taxes,Payroll Taxes,2015-01-01,False,True,2021,7,1337.138,1314.090,23004.125,-2.296,1334.842,20.752,1.579,-0.010,0.090
revenue,Payroll Taxes,Payroll Taxes,2015-03-01,True,False,2021,7,1339.708,1314.090,23004.125,-2.268,1337.440,23.350,1.777,-0.010,0.102
revenue,Payroll Taxes,Payroll Taxes,2016-01-01,False,True,2022,7,1364.667,1483.526,25517.575,0.897,1365.564,-117.962,-7.951,0.004,-0.462
revenue,Payroll Taxes,Payroll Taxes,2016-03-01,True,False,2022,7,1366.339,1483.526,25517.575,0.896,1367.235,-116.291,-7.839,0.004,-0.456
revenue,Payroll Taxes,Payroll Taxes,2017-01-01,False,True,2023,7,1416.752,1614.454,27330.050,3.738,1420.490,-193.964,-12.014,0.014,-0.710
revenue,Payroll Taxes,Payroll Taxes,2017-06-01,True,False,2023,7,1420.927,1614.454,27330.050,3.738,1424.665,-189.789,-11.756,0.014,-0.694
revenue,Payroll Taxes,Payroll Taxes,2018-04-01,False,True,2024,7,1518.734,1708.926,28828.175,-2.872,1515.862,-193.064,-11.297,-0.010,-0.670
revenue,Payroll Taxes,Payroll Taxes,2018-05-01,True,False,2024,7,1518.734,1708.926,28828.175,-2.872,1515.862,-193.064,-11.297,-0.010,-0.670
revenue,Payroll Taxes,Payroll Taxes,1992-01-01,False,True,1999,8,633.158,611.833,9479.625,1.288,634.446,22.613,3.696,0.014,0.239
revenue,Payroll Taxes,Payroll Taxes,1993-01-01,False,True,2000,8,605.536,652.852,10117.075,1.734,607.270,-45.582,-6.982,0.017,-0.451
revenue,Payroll Taxes,Payroll Taxes,1993-03-01,True,False,2000,8,605.536,652.852,10117.075,1.734,607.270,-45.582,-6.982,0.017,-0.451
revenue,Payroll Taxes,Payroll Taxes,1994-01-01,True,True,2001,8,659.696,693.967,10525.725,1.795,661.491,-32.476,-4.680,0.017,-0.309
revenue,Payroll Taxes,Payroll Taxes,1995-01-01,True,True,2002,8,682.491,700.760,10828.875,0.978,683.469,-17.291,-2.467,0.009,-0.160
revenue,Payroll Taxes,Payroll Taxes,1996-05-01,True,True,2003,8,696.191,712.978,11278.750,-1.799,694.392,-18.586,-2.607,-0.016,-0.165
revenue,Payroll Taxes,Payroll Taxes,1997-01-01,False,True,2004,8,716.501,733.407,12028.425,-2.501,714.000,-19.407,-2.646,-0.021,-0.161
revenue,Payroll Taxes,Payroll Taxes,1997-03-01,True,False,2004,8,716.501,733.407,12028.425,-2.501,714.000,-19.407,-2.646,-0.021,-0.161
revenue,Payroll Taxes,Payroll Taxes,1998-01-01,False,True,2005,8,780.949,794.125,12839.950,-1.162,779.787,-14.338,-1.806,-0.009,-0.112
revenue,Payroll Taxes,Payroll Taxes,1998-03-01,True,False,2005,8,780.949,794.125,12839.950,-1.162,779.787,-14.338,-1.806,-0.009,-0.112
revenue,Payroll Taxes,Payroll Taxes,1999-01-01,True,True,2006,8,816.167,837.821,13636.750,-0.036,816.131,-21.690,-2.589,-0.000,-0.159
revenue,Payroll Taxes,Payroll Taxes,2000-01-01,True,True,2007,8,878.305,869.607,14305.375,0.859,879.164,9.557,1.099,0.006,0.067
revenue,Payroll Taxes,Payroll Taxes,2001-01-01,False,True,2008,8,963.452,900.155,14796.575,2.504,965.956,65.801,7.310,0.017,0.445
revenue,Payroll Taxes,Payroll Taxes,2001-05-01,True,False,2008,8,963.452,900.155,14796.575,2.504,965.956,65.801,7.310,0.017,0.445
revenue,Payroll Taxes,Payroll Taxes,2002-01-01,False,True,2009,8,994.200,890.917,14467.300,4.930,999.130,108.213,12.146,0.034,0.748
revenue,Payroll Taxes,Payroll Taxes,2002-03-01,True,False,2009,8,994.574,890.917,14467.300,4.930,999.504,108.587,12.188,0.034,0.751
revenue,Payroll Taxes,Payroll Taxes,2003-01-01,False,True,2010,8,1036.813,864.814,14884.400,2.013,1038.826,174.012,20.121,0.014,1.169
revenue,Payroll Taxes,Payroll Taxes,2003-03-01,True,False,2010,8,1036.746,864.814,14884.400,2.013,1038.759,173.945,20.114,0.014,1.169
revenue,Payroll Taxes,Payroll Taxes,2004-01-01,False,True,2011,8,1031.338,818.792,15466.525,-86.027,945.311,126.519,15.452,-0.556,0.818
revenue,Payroll Taxes,Payroll Taxes,2004-03-01,True,False,2011,8,1031.342,818.792,15466.525,-86.031,945.311,126.519,15.452,-0.556,0.818
revenue,Payroll Taxes,Payroll Taxes,2005-01-01,False,True,2012,8,1102.382,845.314,16109.425,-120.009,982.373,137.059,16.214,-0.745,0.851
revenue,Payroll Taxes,Payroll Taxes,2005-03-01,True,False,2012,8,1102.382,845.314,16109.425,-120.009,982.373,137.059,16.214,-0.745,0.851
revenue,Payroll Taxes,Payroll Taxes,2006-01-01,False,True,2013,8,1161.218,947.820,16687.775,-16.755,1144.463,196.643,20.747,-0.100,1.178
revenue,Payroll Taxes,Payroll Taxes,2006-03-01,True,False,2013,8,1161.218,947.820,16687.775,-16.755,1144.463,196.643,20.747,-0.100,1.178
revenue,Payroll Taxes,Payroll Taxes,2007-01-01,False,True,2014,8,1198.461,1023.458,17428.100,13.533,1211.994,188.536,18.421,0.078,1.082
revenue,Payroll Taxes,Payroll Taxes,2007-03-01,True,False,2014,8,1198.461,1023.458,17428.100,13.533,1211.994,188.536,18.421,0.078,1.082
revenue,Payroll Taxes,Payroll Taxes,2008-01-01,False,True,2015,8,1249.167,1065.257,18164.250,16.275,1265.442,200.185,18.792,0.090,1.102
revenue,Payroll Taxes,Payroll Taxes,2008-03-01,True,False,2015,8,1251.091,1065.257,18164.250,16.275,1267.366,202.109,18.973,0.090,1.113
revenue,Payroll Taxes,Payroll Taxes,2009-01-01,False,True,2016,8,1241.547,1115.065,18641.325,20.731,1262.278,147.213,13.202,0.111,0.790
revenue,Payroll Taxes,Payroll Taxes,2009-03-01,True,False,2016,8,1190.362,1115.065,18641.325,20.882,1211.244,96.179,8.625,0.112,0.516
revenue,Payroll Taxes,Payroll Taxes,2010-01-01,False,True,2017,8,1259.532,1161.897,19375.175,24.507,1284.039,122.142,10.512,0.126,0.630
revenue,Payroll Taxes,Payroll Taxes,2010-03-01,True,False,2017,8,1259.520,1161.897,19375.175,24.520,1284.040,122.143,10.512,0.127,0.630
revenue,Payroll Taxes,Payroll Taxes,2011-01-01,False,True,2018,8,1309.006,1170.701,20436.325,0.539,1309.545,138.844,11.860,0.003,0.679
revenue,Payroll Taxes,Payroll Taxes,2011-03-01,True,False,2018,8,1306.380,1170.701,20436.325,0.539,1306.919,136.218,11.636,0.003,0.667
revenue,Payroll Taxes,Payroll Taxes,2012-01-01,False,True,2019,8,1323.993,1243.113,21286.150,1.406,1325.399,82.286,6.619,0.007,0.387
revenue,Payroll Taxes,Payroll Taxes,2012-03-01,True,False,2019,8,1336.008,1243.113,21286.150,-0.574,1335.434,92.321,7.427,-0.003,0.434
revenue,Payroll Taxes,Payroll Taxes,2013-02-01,False,True,2020,8,1372.115,1309.955,21320.225,3.554,1375.669,65.714,5.017,0.017,0.308
revenue,Payroll Taxes,Payroll Taxes,2013-05-01,True,False,2020,8,1366.493,1309.955,21320.225,3.554,1370.047,60.092,4.587,0.017,0.282
revenue,Payroll Taxes,Payroll Taxes,2014-02-01,False,True,2021,8,1372.195,1314.090,23004.125,-2.417,1369.778,55.688,4.238,-0.011,0.242
revenue,Payroll Taxes,Payroll Taxes,2014-04-01,True,False,2021,8,1373.237,1314.090,23004.125,-2.419,1370.818,56.728,4.317,-0.011,0.247
revenue,Payroll Taxes,Payroll Taxes,2015-01-01,False,True,2022,8,1390.913,1483.526,25517.575,1.976,1392.889,-90.637,-6.110,0.008,-0.355
revenue,Payroll Taxes,Payroll Taxes,2015-03-01,True,False,2022,8,1393.390,1483.526,25517.575,1.996,1395.386,-88.140,-5.941,0.008,-0.345
revenue,Payroll Taxes,Payroll Taxes,2016-01-01,False,True,2023,8,1416.961,1614.454,27330.050,3.788,1420.749,-193.705,-11.998,0.014,-0.709
revenue,Payroll Taxes,Payroll Taxes,2016-03-01,True,False,2023,8,1418.613,1614.454,27330.050,3.787,1422.400,-192.054,-11.896,0.014,-0.703
revenue,Payroll Taxes,Payroll Taxes,2017-01-01,False,True,2024,8,1467.922,1708.926,28828.175,4.651,1472.573,-236.353,-13.830,0.016,-0.820
revenue,Payroll Taxes,Payroll Taxes,2017-06-01,True,False,2024,8,1472.605,1708.926,28828.175,4.651,1477.256,-231.670,-13.556,0.016,-0.804
revenue,Payroll Taxes,Payroll Taxes,1992-01-01,False,True,2000,9,667.164,652.852,10117.075,1.734,668.898,16.046,2.458,0.017,0.159
revenue,Payroll Taxes,Payroll Taxes,1993-01-01,False,True,2001,9,630.969,693.967,10525.725,1.795,632.764,-61.203,-8.819,0.017,-0.581
revenue,Payroll Taxes,Payroll Taxes,1993-03-01,True,False,2001,9,630.969,693.967,10525.725,1.795,632.764,-61.203,-8.819,0.017,-0.581
revenue,Payroll Taxes,Payroll Taxes,1994-01-01,True,True,2002,9,689.960,700.760,10828.875,0.978,690.938,-9.822,-1.402,0.009,-0.091
revenue,Payroll Taxes,Payroll Taxes,1995-01-01,True,True,2003,9,716.428,712.978,11278.750,-1.801,714.627,1.649,0.231,-0.016,0.015
